232.0,5,1,0
198.0,5,1,1
202.0,5,1,2
212.0,5,1,3
198.0,5,1,4
198.0,5,1,5
190.0,5,1,6
151.0,5,1,7
190.0,5,1,8
193.0,5,1,9
214.0,5,1,10
182.0,5,1,11
222.0,5,1,12
114.0,5,1,13
214.0,5,1,14
215.0,5,1,15
269.0,5,1,16
283.0,5,1,17
261.0,5,1,18
259.0,5,1,19
238.0,5,1,20
291.0,5,1,21
252.0,5,1,22
244.0,5,1,23
289.0,5,2,0
259.0,5,2,1
199.0,5,2,2
61.0,5,2,3
108.0,5,2,4
77.0,5,2,5
85.0,5,2,6
96.0,5,2,7
120.0,5,2,8
89.0,5,2,9
321.0,5,2,10
196.0,5,2,11
166.0,5,2,12
167.0,5,2,13
340.0,5,2,14
37.0,5,2,15
59.0,5,2,16
304.0,5,2,17
340.0,5,2,18
335.0,5,2,19
288.0,5,2,20
265.0,5,2,21
237.0,5,2,22
238.0,5,2,23
210.0,5,3,0
188.0,5,3,1
30.0,5,3,2
54.0,5,3,3
84.0,5,3,4
131.0,5,3,5
126.0,5,3,6
125.0,5,3,7
171.0,5,3,8
160.0,5,3,9
168.0,5,3,10
36.0,5,3,11
114.0,5,3,12
179.0,5,3,13
169.0,5,3,14
215.0,5,3,15
276.0,5,3,16
227.0,5,3,17
259.0,5,3,18
269.0,5,3,19
180.0,5,3,20
263.0,5,3,21
214.0,5,3,22
234.0,5,3,23
224.0,5,4,0
264.0,5,4,1
251.0,5,4,2
162.0,5,4,3
144.0,5,4,4
60.0,5,4,5
312.0,5,4,6
170.0,5,4,7
185.0,5,4,8
166.0,5,4,9
164.0,5,4,10
183.0,5,4,11
168.0,5,4,12
137.0,5,4,13
208.0,5,4,14
221.0,5,4,15
278.0,5,4,16
236.0,5,4,17
246.0,5,4,18
215.0,5,4,19
229.0,5,4,20
254.0,5,4,21
235.0,5,4,22
240.0,5,4,23
266.0,5,5,0
265.0,5,5,1
225.0,5,5,2
198.0,5,5,3
181.0,5,5,4
21.0,5,5,5
304.0,5,5,6
128.0,5,5,7
158.0,5,5,8
166.0,5,5,9
164.0,5,5,10
207.0,5,5,11
166.0,5,5,12
139.0,5,5,13
187.0,5,5,14
