182.0,5,1,0
173.0,5,1,1
54.0,5,1,2
171.0,5,1,3
117.0,5,1,4
187.0,5,1,5
194.0,5,1,6
181.0,5,1,7
158.0,5,1,8
215.0,5,1,9
211.0,5,1,10
244.0,5,1,11
269.0,5,1,12
349.0,5,1,13
339.0,5,1,14
14.0,5,1,15
280.0,5,1,16
230.0,5,1,17
321.0,5,1,18
329.0,5,1,19
245.0,5,1,20
288.0,5,1,21
283.0,5,1,22
205.0,5,1,23
243.0,5,2,0
215.0,5,2,1
225.0,5,2,2
220.0,5,2,3
212.0,5,2,4
220.0,5,2,5
220.0,5,2,6
213.0,5,2,7
225.0,5,2,8
206.0,5,2,9
211.0,5,2,10
198.0,5,2,11
204.0,5,2,12
201.0,5,2,13
209.0,5,2,14
244.0,5,2,15
236.0,5,2,16
209.0,5,2,17
211.0,5,2,18
207.0,5,2,19
205.0,5,2,20
219.0,5,2,21
199.0,5,2,22
178.0,5,2,23
164.0,5,3,0
181.0,5,3,1
192.0,5,3,2
198.0,5,3,3
207.0,5,3,4
221.0,5,3,5
229.0,5,3,6
217.0,5,3,7
211.0,5,3,8
203.0,5,3,9
217.0,5,3,10
221.0,5,3,11
216.0,5,3,12
230.0,5,3,13
109.0,5,3,14
206.0,5,3,15
212.0,5,3,16
215.0,5,3,17
217.0,5,3,18
215.0,5,3,19
224.0,5,3,20
171.0,5,3,21
220.0,5,3,22
191.0,5,3,23
179.0,5,4,0
186.0,5,4,1
194.0,5,4,2
200.0,5,4,3
201.0,5,4,4
220.0,5,4,5
225.0,5,4,6
211.0,5,4,7
201.0,5,4,8
222.0,5,4,9
211.0,5,4,10
222.0,5,4,11
214.0,5,4,12
188.0,5,4,13
211.0,5,4,14
223.0,5,4,15
216.0,5,4,16
214.0,5,4,17
228.0,5,4,18
218.0,5,4,19
221.0,5,4,20
220.0,5,4,21
203.0,5,4,22
219.0,5,4,23
209.0,5,5,0
195.0,5,5,1
198.0,5,5,2
220.0,5,5,3
223.0,5,5,4
228.0,5,5,5
221.0,5,5,6
218.0,5,5,7
221.0,5,5,8
222.0,5,5,9
218.0,5,5,10
213.0,5,5,11
207.0,5,5,12
205.0,5,5,13
229.0,5,5,14
220.0,5,5,15
236.0,5,5,16
215.0,5,5,17
224.0,5,5,18
182.0,5,5,19
214.0,5,5,20
217.0,5,5,21
211.0,5,5,22
224.0,5,5,23
221.0,5,6,0
199.0,5,6,1
202.0,5,6,2
209.0,5,6,3
241.0,5,6,4
208.0,5,6,5
232.0,5,6,6
214.0,5,6,7
223.0,5,6,8
216.0,5,6,9
218.0,5,6,10
221.0,5,6,11
225.0,5,6,12
227.0,5,6,13
199.0,5,6,14
192.0,5,6,15
231.0,5,6,16
215.0,5,6,17
227.0,5,6,18
237.0,5,6,19
197.0,5,6,20
232.0,5,6,21
218.0,5,6,22
211.0,5,6,23
213.0,5,7,0
226.0,5,7,1
277.0,5,7,2
29.0,5,7,3
42.0,5,7,4
218.0,5,7,5
225.0,5,7,6
228.0,5,7,7
221.0,5,7,8
216.0,5,7,9
212.0,5,7,10
209.0,5,7,11
219.0,5,7,12
224.0,5,7,13
201.0,5,7,14
219.0,5,7,15
210.0,5,7,16
211.0,5,7,17
313.0,5,7,18
3.0,5,7,19
346.0,5,7,20
15.0,5,7,21
246.0,5,7,22
201.0,5,7,23
213.0,5,8,0
218.0,5,8,1
218.0,5,8,2
153.0,5,8,3
156.0,5,8,4
22.0,5,8,5
335.0,5,8,6
214.0,5,8,7
211.0,5,8,8
218.0,5,8,9
221.0,5,8,10
245.0,5,8,11
343.0,5,8,12
243.0,5,8,13
347.0,5,8,14
348.0,5,8,15
355.0,5,8,16
222.0,5,8,17
208.0,5,8,18
358.0,5,8,19
242.0,5,8,20
222.0,5,8,21
146.0,5,8,22
46.0,5,8,23
211.0,5,9,0
330.0,5,9,1
24.0,5,9,2
5.0,5,9,3
48.0,5,9,4
97.0,5,9,5
345.0,5,9,6
273.0,5,9,7
220.0,5,9,8
221.0,5,9,9
218.0,5,9,10
224.0,5,9,11
224.0,5,9,12
241.0,5,9,13
357.0,5,9,14
216.0,5,9,15
337.0,5,9,16
50.0,5,9,17
239.0,5,9,18
196.0,5,9,19
293.0,5,9,20
207.0,5,9,21
218.0,5,9,22
228.0,5,9,23
219.0,5,10,0
164.0,5,10,1
221.0,5,10,2
199.0,5,10,3
211.0,5,10,4
212.0,5,10,5
214.0,5,10,6
231.0,5,10,7
224.0,5,10,8
218.0,5,10,9
249.0,5,10,10
242.0,5,10,11
223.0,5,10,12
307.0,5,10,13
21.0,5,10,14
1.0,5,10,15
64.0,5,10,16
222.0,5,10,17
228.0,5,10,18
224.0,5,10,19
227.0,5,10,20
223.0,5,10,21
190.0,5,10,22
205.0,5,10,23
213.0,5,11,0
241.0,5,11,1
70.0,5,11,2
252.0,5,11,3
221.0,5,11,4
8.0,5,11,5
18.0,5,11,6
97.0,5,11,7
224.0,5,11,8
227.0,5,11,9
219.0,5,11,10
288.0,5,11,11
316.0,5,11,12
352.0,5,11,13
29.0,5,11,14
31.0,5,11,15
38.0,5,11,16
339.0,5,11,17
69.0,5,11,18
56.0,5,11,19
322.0,5,11,20
49.0,5,11,21
356.0,5,11,22
220.0,5,11,23
217.0,5,12,0
221.0,5,12,1
217.0,5,12,2
236.0,5,12,3
198.0,5,12,4
325.0,5,12,5
52.0,5,12,6
51.0,5,12,7
40.0,5,12,8
30.0,5,12,9
70.0,5,12,10
212.0,5,12,11
207.0,5,12,12
211.0,5,12,13
212.0,5,12,14
227.0,5,12,15
206.0,5,12,16
223.0,5,12,17
269.0,5,12,18
130.0,5,12,19
270.0,5,12,20
221.0,5,12,21
331.0,5,12,22
300.0,5,12,23
16.0,5,13,0
259.0,5,13,1
35.0,5,13,2
23.0,5,13,3
39.0,5,13,4
46.0,5,13,5
189.0,5,13,6
208.0,5,13,7
196.0,5,13,8
207.0,5,13,9
185.0,5,13,10
213.0,5,13,11
215.0,5,13,12
220.0,5,13,13
226.0,5,13,14
211.0,5,13,15
233.0,5,13,16
226.0,5,13,17
252.0,5,13,18
288.0,5,13,19
305.0,5,13,20
233.0,5,13,21
251.0,5,13,22
253.0,5,13,23
217.0,5,14,0
30.0,5,14,1
42.0,5,14,2
40.0,5,14,3
250.0,5,14,4
228.0,5,14,5
224.0,5,14,6
238.0,5,14,7
231.0,5,14,8
222.0,5,14,9
217.0,5,14,10
218.0,5,14,11
227.0,5,14,12
213.0,5,14,13
217.0,5,14,14
217.0,5,14,15
219.0,5,14,16
184.0,5,14,17
348.0,5,14,18
268.0,5,14,19
311.0,5,14,20
336.0,5,14,21
4.0,5,14,22
335.0,5,14,23
28.0,5,15,0
293.0,5,15,1
256.0,5,15,2
252.0,5,15,3
256.0,5,15,4
216.0,5,15,5
213.0,5,15,6
206.0,5,15,7
216.0,5,15,8
194.0,5,15,9
200.0,5,15,10
213.0,5,15,11
225.0,5,15,12
211.0,5,15,13
223.0,5,15,14
210.0,5,15,15
209.0,5,15,16
225.0,5,15,17
221.0,5,15,18
241.0,5,15,19
220.0,5,15,20
126.0,5,15,21
191.0,5,15,22
260.0,5,15,23
203.0,5,16,0
231.0,5,16,1
218.0,5,16,2
290.0,5,16,3
241.0,5,16,4
257.0,5,16,5
259.0,5,16,6
200.0,5,16,7
213.0,5,16,8
206.0,5,16,9
214.0,5,16,10
212.0,5,16,11
205.0,5,16,12
198.0,5,16,13
210.0,5,16,14
232.0,5,16,15
218.0,5,16,16
226.0,5,16,17
223.0,5,16,18
226.0,5,16,19
183.0,5,16,20
217.0,5,16,21
220.0,5,16,22
166.0,5,16,23
204.0,5,17,0
262.0,5,17,1
225.0,5,17,2
219.0,5,17,3
312.0,5,17,4
44.0,5,17,5
245.0,5,17,6
282.0,5,17,7
352.0,5,17,8
247.0,5,17,9
264.0,5,17,10
275.0,5,17,11
271.0,5,17,12
271.0,5,17,13
12.0,5,17,14
6.0,5,17,15
48.0,5,17,16
58.0,5,17,17
45.0,5,17,18
41.0,5,17,19
349.0,5,17,20
351.0,5,17,21
336.0,5,17,22
270.0,5,17,23
247.0,5,18,0
221.0,5,18,1
23.0,5,18,2
4.0,5,18,3
17.0,5,18,4
49.0,5,18,5
48.0,5,18,6
68.0,5,18,7
38.0,5,18,8
59.0,5,18,9
211.0,5,18,10
210.0,5,18,11
210.0,5,18,12
201.0,5,18,13
37.0,5,18,14
204.0,5,18,15
302.0,5,18,16
309.0,5,18,17
218.0,5,18,18
299.0,5,18,19
260.0,5,18,20
232.0,5,18,21
313.0,5,18,22
244.0,5,18,23
147.0,5,19,0
281.0,5,19,1
219.0,5,19,2
19.0,5,19,3
21.0,5,19,4
14.0,5,19,5
230.0,5,19,6
232.0,5,19,7
212.0,5,19,8
214.0,5,19,9
203.0,5,19,10
198.0,5,19,11
212.0,5,19,12
211.0,5,19,13
212.0,5,19,14
230.0,5,19,15
221.0,5,19,16
226.0,5,19,17
209.0,5,19,18
203.0,5,19,19
209.0,5,19,20
197.0,5,19,21
185.0,5,19,22
236.0,5,19,23
315.0,5,20,0
357.0,5,20,1
237.0,5,20,2
40.0,5,20,3
252.0,5,20,4
16.0,5,20,5
47.0,5,20,6
349.0,5,20,7
226.0,5,20,8
204.0,5,20,9
257.0,5,20,10
248.0,5,20,11
297.0,5,20,12
288.0,5,20,13
342.0,5,20,14
26.0,5,20,15
18.0,5,20,16
215.0,5,20,17
224.0,5,20,18
199.0,5,20,19
213.0,5,20,20
205.0,5,20,21
305.0,5,20,22
211.0,5,20,23
205.0,5,21,0
96.0,5,21,1
36.0,5,21,2
38.0,5,21,3
43.0,5,21,4
40.0,5,21,5
28.0,5,21,6
224.0,5,21,7
32.0,5,21,8
249.0,5,21,9
219.0,5,21,10
45.0,5,21,11
212.0,5,21,12
226.0,5,21,13
355.0,5,21,14
19.0,5,21,15
55.0,5,21,16
39.0,5,21,17
211.0,5,21,18
219.0,5,21,19
216.0,5,21,20
228.0,5,21,21
228.0,5,21,22
246.0,5,21,23
245.0,5,22,0
256.0,5,22,1
219.0,5,22,2
215.0,5,22,3
