6.9,11,1,0
2.7,11,1,1
1.3,11,1,2
3.0,11,1,3
1.9,11,1,4
3.8,11,1,5
0.9,11,1,6
0.5,11,1,7
1.1,11,1,8
1.0,11,1,9
1.9,11,1,10
2.1,11,1,11
1.7,11,1,12
2.1,11,1,13
1.4,11,1,14
5.6,11,1,15
4.3,11,1,16
6.9,11,1,17
4.5,11,1,18
4.2,11,1,19
3.5,11,1,20
5.1,11,1,21
8.0,11,1,22
5.1,11,1,23
0.6,11,2,0
2.0,11,2,1
2.1,11,2,2
2.0,11,2,3
1.5,11,2,4
2.9,11,2,5
2.9,11,2,6
1.6,11,2,7
2.1,11,2,8
2.5,11,2,9
2.2,11,2,10
1.9,11,2,11
2.0,11,2,12
2.1,11,2,13
1.9,11,2,14
2.1,11,2,15
2.4,11,2,16
7.0,11,2,17
2.2,11,2,18
2.9,11,2,19
5.3,11,2,20
3.2,11,2,21
5.7,11,2,22
7.5,11,2,23
0.6,11,3,0
1.9,11,3,1
2.9,11,3,2
2.2,11,3,3
2.8,11,3,4
2.9,11,3,5
1.4,11,3,6
2.6,11,3,7
2.8,11,3,8
2.8,11,3,9
2.3,11,3,10
2.2,11,3,11
2.5,11,3,12
1.5,11,3,13
1.5,11,3,14
3.5,11,3,15
4.4,11,3,16
3.7,11,3,17
4.9,11,3,18
6.9,11,3,19
3.7,11,3,20
8.0,11,3,21
5.5,11,3,22
6.9,11,3,23
6.7,11,4,0
0.3,11,4,1
2.0,11,4,2
2.3,11,4,3
3.0,11,4,4
2.7,11,4,5
3.2,11,4,6
2.8,11,4,7
2.5,11,4,8
3.4,11,4,9
3.5,11,4,10
3.6,11,4,11
3.6,11,4,12
2.9,11,4,13
1.1,11,4,14
2.6,11,4,15
7.1,11,4,16
7.0,11,4,17
6.8,11,4,18
7.9,11,4,19
7.4,11,4,20
7.3,11,4,21
7.0,11,4,22
3.2,11,4,23
2.3,11,5,0
2.6,11,5,1
2.8,11,5,2
3.5,11,5,3
2.6,11,5,4
3.3,11,5,5
3.1,11,5,6
2.2,11,5,7
3.0,11,5,8
2.3,11,5,9
3.0,11,5,10
3.5,11,5,11
2.9,11,5,12
1.9,11,5,13
2.3,11,5,14
4.9,11,5,15
4.5,11,5,16
6.3,11,5,17
7.7,11,5,18
4.8,11,5,19
11.7,11,5,20
10.1,11,5,21
8.6,11,5,22
7.0,11,5,23
1.7,11,6,0
1.5,11,6,1
1.8,11,6,2
2.2,11,6,3
2.1,11,6,4
2.7,11,6,5
0.0,11,6,6
2.6,11,6,7
3.2,11,6,8
2.5,11,6,9
2.7,11,6,10
3.0,11,6,11
2.5,11,6,12
3.1,11,6,13
0.5,11,6,14
5.8,11,6,15
8.0,11,6,16
2.4,11,6,17
2.5,11,6,18
2.9,11,6,19
0.3,11,6,20
4.2,11,6,21
3.7,11,6,22
2.0,11,6,23
2.9,11,7,0
3.6,11,7,1
1.5,11,7,2
2.8,11,7,3
1.7,11,7,4
1.4,11,7,5
0.8,11,7,6
1.0,11,7,7
1.3,11,7,8
2.3,11,7,9
1.7,11,7,10
1.4,11,7,11
2.3,11,7,12
2.7,11,7,13
1.5,11,7,14
4.7,11,7,15
5.4,11,7,16
8.1,11,7,17
3.9,11,7,18
0.6,11,7,19
5.1,11,7,20
1.0,11,7,21
1.8,11,7,22
1.8,11,7,23
0.9,11,8,0
1.2,11,8,1
2.1,11,8,2
2.0,11,8,3
2.2,11,8,4
2.4,11,8,5
2.6,11,8,6
2.7,11,8,7
2.1,11,8,8
2.3,11,8,9
3.1,11,8,10
2.1,11,8,11
4.6,11,8,12
