847.2,3,1,0,0
847.6,3,1,1,0
848.0,3,1,2,0
849.0,3,1,3,0
849.3,3,1,4,0
849.7,3,1,5,0
849.4,3,1,6,0
849.1,3,1,7,0
848.7,3,1,8,0
848.7,3,1,9,0
848.9,3,1,10,0
848.9,3,1,11,0
849.7,3,1,12,0
850.2,3,1,13,0
850.6,3,1,14,0
851.3,3,1,15,0
851.5,3,1,16,0
851.6,3,1,17,0
851.3,3,1,18,0
850.6,3,1,19,0
850.0,3,1,20,0
849.5,3,1,21,0
849.4,3,1,22,0
849.4,3,1,23,0
849.7,3,2,0,0
849.9,3,2,1,0
850.4,3,2,2,0
851.2,3,2,3,0
851.6,3,2,4,0
851.7,3,2,5,0
851.7,3,2,6,0
851.4,3,2,7,0
850.8,3,2,8,0
850.5,3,2,9,0
850.5,3,2,10,0
850.6,3,2,11,0
850.6,3,2,12,0
851.1,3,2,13,0
851.6,3,2,14,0
852.2,3,2,15,0
852.7,3,2,16,0
852.7,3,2,17,0
852.1,3,2,18,0
851.2,3,2,19,0
850.4,3,2,20,0
849.7,3,2,21,0
849.2,3,2,22,0
849.2,3,2,23,0
849.4,3,3,0,0
849.7,3,3,1,0
850.2,3,3,2,0
850.4,3,3,3,0
850.5,3,3,4,0
850.2,3,3,5,0
849.8,3,3,6,0
849.3,3,3,7,0
848.4,3,3,8,0
847.8,3,3,9,0
847.6,3,3,10,0
847.4,3,3,11,0
847.5,3,3,12,0
848.0,3,3,13,0
848.2,3,3,14,0
848.2,3,3,15,0
848.3,3,3,16,0
848.2,3,3,17,0
847.4,3,3,18,0
846.4,3,3,19,0
845.4,3,3,20,0
844.4,3,3,21,0
843.7,3,3,22,0
843.5,3,3,23,0
843.4,3,4,0,0
843.6,3,4,1,0
843.9,3,4,2,0
844.4,3,4,3,0
844.7,3,4,4,0
844.6,3,4,5,0
844.3,3,4,6,0
843.8,3,4,7,0
843.2,3,4,8,0
842.9,3,4,9,0
842.7,3,4,10,0
842.5,3,4,11,0
842.8,3,4,12,0
843.5,3,4,13,0
844.1,3,4,14,0
844.5,3,4,15,0
845.1,3,4,16,0
845.2,3,4,17,0
844.9,3,4,18,0
843.9,3,4,19,0
843.3,3,4,20,0
842.6,3,4,21,0
842.2,3,4,22,0
842.1,3,4,23,0
842.5,3,5,0,0
842.8,3,5,1,0
843.7,3,5,2,0
844.7,3,5,3,0
845.4,3,5,4,0
845.5,3,5,5,0
844.8,3,5,6,0
844.7,3,5,7,0
844.4,3,5,8,0
844.5,3,5,9,0
844.8,3,5,10,0
845.2,3,5,11,0
846.1,3,5,12,0
847.3,3,5,13,0
848.8,3,5,14,0
850.1,3,5,15,0
851.1,3,5,16,0
851.5,3,5,17,0
851.0,3,5,18,0
850.8,3,5,19,0
850.8,3,5,20,0
851.1,3,5,21,0
850.8,3,5,22,0
851.4,3,5,23,0
852.1,3,6,0,0
853.1,3,6,1,0
853.8,3,6,2,0
854.7,3,6,3,0
855.0,3,6,4,0
855.1,3,6,5,0
854.8,3,6,6,0
854.4,3,6,7,0
853.7,3,6,8,0
853.3,3,6,9,0
853.3,3,6,10,0
853.2,3,6,11,0
853.4,3,6,12,0
853.8,3,6,13,0
854.2,3,6,14,0
854.9,3,6,15,0
855.1,3,6,16,0
855.5,3,6,17,0
855.4,3,6,18,0
854.8,3,6,19,0
854.3,3,6,20,0
853.9,3,6,21,0
853.6,3,6,22,0
853.7,3,6,23,0
854.3,3,7,0,0
854.6,3,7,1,0
855.0,3,7,2,0
855.8,3,7,3,0
855.8,3,7,4,0
855.8,3,7,5,0
855.4,3,7,6,0
854.8,3,7,7,0
853.9,3,7,8,0
853.4,3,7,9,0
853.1,3,7,10,0
852.7,3,7,11,0
