867.8,3,1,0,0
868.0,3,1,1,0
868.5,3,1,2,0
869.5,3,1,3,0
870.3,3,1,4,0
871.2,3,1,5,0
871.5,3,1,6,0
871.6,3,1,7,0
871.7,3,1,8,0
871.7,3,1,9,0
871.9,3,1,10,0
872.0,3,1,11,0
872.6,3,1,12,0
873.3,3,1,13,0
874.1,3,1,14,0
874.5,3,1,15,0
874.7,3,1,16,0
874.3,3,1,17,0
873.1,3,1,18,0
871.7,3,1,19,0
870.5,3,1,20,0
869.3,3,1,21,0
868.6,3,1,22,0
868.4,3,1,23,0
868.6,3,2,0,0
869.1,3,2,1,0
869.7,3,2,2,0
870.7,3,2,3,0
871.5,3,2,4,0
872.5,3,2,5,0
873.1,3,2,6,0
873.0,3,2,7,0
872.7,3,2,8,0
872.5,3,2,9,0
872.5,3,2,10,0
872.6,3,2,11,0
872.9,3,2,12,0
873.6,3,2,13,0
874.1,3,2,14,0
874.5,3,2,15,0
874.5,3,2,16,0
874.1,3,2,17,0
872.9,3,2,18,0
871.3,3,2,19,0
869.9,3,2,20,0
868.7,3,2,21,0
867.9,3,2,22,0
867.7,3,2,23,0
868.0,3,3,0,0
868.7,3,3,1,0
869.5,3,3,2,0
870.2,3,3,3,0
871.5,3,3,4,0
872.0,3,3,5,0
872.0,3,3,6,0
871.9,3,3,7,0
871.5,3,3,8,0
871.4,3,3,9,0
871.4,3,3,10,0
871.2,3,3,11,0
871.6,3,3,12,0
872.2,3,3,13,0
872.6,3,3,14,0
872.7,3,3,15,0
872.6,3,3,16,0
872.1,3,3,17,0
871.1,3,3,18,0
869.8,3,3,19,0
868.3,3,3,20,0
866.9,3,3,21,0
865.8,3,3,22,0
865.6,3,3,23,0
865.5,3,4,0,0
865.8,3,4,1,0
866.3,3,4,2,0
867.0,3,4,3,0
867.5,3,4,4,0
-99.0,3,4,5,0
868.2,3,4,6,0
868.5,3,4,7,0
-99.0,3,4,8,0
868.3,3,4,9,0
868.4,3,4,10,0
868.6,3,4,11,0
868.9,3,4,12,0
869.6,3,4,13,0
870.4,3,4,14,0
870.8,3,4,15,0
870.9,3,4,16,0
870.7,3,4,17,0
869.7,3,4,18,0
868.0,3,4,19,0
866.7,3,4,20,0
865.7,3,4,21,0
864.7,3,4,22,0
864.4,3,4,23,0
864.3,3,5,0,0
865.1,3,5,1,0
865.9,3,5,2,0
866.8,3,5,3,0
867.8,3,5,4,0
868.3,3,5,5,0
868.4,3,5,6,0
868.7,3,5,7,0
868.5,3,5,8,0
868.4,3,5,9,0
868.6,3,5,10,0
868.7,3,5,11,0
869.2,3,5,12,0
869.8,3,5,13,0
870.4,3,5,14,0
870.3,3,5,15,0
870.4,3,5,16,0
869.9,3,5,17,0
868.7,3,5,18,0
867.3,3,5,19,0
866.1,3,5,20,0
865.1,3,5,21,0
865.1,3,5,22,0
865.3,3,5,23,0
866.7,3,6,0,0
867.9,3,6,1,0
869.8,3,6,2,0
871.0,3,6,3,0
871.9,3,6,4,0
872.2,3,6,5,0
872.3,3,6,6,0
872.5,3,6,7,0
872.3,3,6,8,0
872.3,3,6,9,0
872.4,3,6,10,0
872.6,3,6,11,0
873.0,3,6,12,0
873.7,3,6,13,0
874.3,3,6,14,0
874.6,3,6,15,0
874.5,3,6,16,0
